ProductKey,Product Code,Sub Category,Product Name,Product Color,Product Size,Product Line,Product Model Name,Product Description,Current Status,Product Status
251,FR-R92R-56,Road Frames,"HL Road Frame - Red, 56",Red,56,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Outdate
252,FR-R92R-56,Road Frames,"HL Road Frame - Red, 56",Red,56,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Current
253,FR-R38B-58,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
254,FR-R38B-58,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
255,FR-R38B-58,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
256,FR-R38B-60,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
257,FR-R38B-60,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
258,FR-R38B-60,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
259,FR-R38B-62,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
260,FR-R38B-62,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
261,FR-R38B-62,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
262,FR-R38R-44,Road Frames,"LL Road Frame - Red, 44",Red,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
263,FR-R38R-44,Road Frames,"LL Road Frame - Red, 44",Red,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
264,FR-R38R-48,Road Frames,"LL Road Frame - Red, 48",Red,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
265,FR-R38R-48,Road Frames,"LL Road Frame - Red, 48",Red,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
266,FR-R38R-52,Road Frames,"LL Road Frame - Red, 52",Red,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
267,FR-R38R-52,Road Frames,"LL Road Frame - Red, 52",Red,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
268,FR-R38R-58,Road Frames,"LL Road Frame - Red, 58",Red,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
269,FR-R38R-58,Road Frames,"LL Road Frame - Red, 58",Red,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
270,FR-R38R-60,Road Frames,"LL Road Frame - Red, 60",Red,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
271,FR-R38R-60,Road Frames,"LL Road Frame - Red, 60",Red,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
272,FR-R38R-62,Road Frames,"LL Road Frame - Red, 62",Red,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
273,FR-R38R-62,Road Frames,"LL Road Frame - Red, 62",Red,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
274,FR-R72R-44,Road Frames,"ML Road Frame - Red, 44",Red,44,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Outdate
275,FR-R72R-48,Road Frames,"ML Road Frame - Red, 48",Red,48,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Outdate
276,FR-R72R-52,Road Frames,"ML Road Frame - Red, 52",Red,52,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Outdate
277,FR-R72R-58,Road Frames,"ML Road Frame - Red, 58",Red,58,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Outdate
278,FR-R72R-60,Road Frames,"ML Road Frame - Red, 60",Red,60,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Outdate
279,FR-R38B-44,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
280,FR-R38B-44,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
281,FR-R38B-44,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
282,FR-R38B-48,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
283,FR-R38B-48,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
284,FR-R38B-48,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
285,FR-R38B-52,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
286,FR-R38B-52,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Outdate
287,FR-R38B-52,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Current
288,FR-M94S-42,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
289,FR-M94S-42,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
290,FR-M94S-42,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
291,FR-M94S-44,Mountain Frames,"HL Mountain Frame - Silver, 44",Silver,44,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
292,FR-M94S-52,Mountain Frames,"HL Mountain Frame - Silver, 48",Silver,48,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
293,FR-M94S-46,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
294,FR-M94S-46,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
295,FR-M94S-46,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
296,FR-M94B-42,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
297,FR-M94B-42,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
298,FR-M94B-42,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
299,FR-M94B-44,Mountain Frames,"HL Mountain Frame - Black, 44",Black,44,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
300,FR-M94B-48,Mountain Frames,"HL Mountain Frame - Black, 48",Black,48,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
301,FR-M94B-46,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
302,FR-M94B-46,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
303,FR-M94B-46,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
304,FR-M94B-38,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
305,FR-M94B-38,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
306,FR-M94B-38,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
307,FR-M94S-38,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
308,FR-M94S-38,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Outdate
309,FR-M94S-38,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Current
310,BK-R93R-62,Road Bikes,"Road-150 Red, 62",Red,62,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Outdate
311,BK-R93R-44,Road Bikes,"Road-150 Red, 44",Red,44,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Outdate
312,BK-R93R-48,Road Bikes,"Road-150 Red, 48",Red,48,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Outdate
313,BK-R93R-52,Road Bikes,"Road-150 Red, 52",Red,52,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Outdate
314,BK-R93R-56,Road Bikes,"Road-150 Red, 56",Red,56,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Outdate
315,BK-R68R-58,Road Bikes,"Road-450 Red, 58",Red,58,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Outdate
316,BK-R68R-60,Road Bikes,"Road-450 Red, 60",Red,60,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Outdate
317,BK-R68R-44,Road Bikes,"Road-450 Red, 44",Red,44,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Outdate
318,BK-R68R-48,Road Bikes,"Road-450 Red, 48",Red,48,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Outdate
319,BK-R68R-52,Road Bikes,"Road-450 Red, 52",Red,52,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Outdate
320,BK-R50R-58,Road Bikes,"Road-650 Red, 58",Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
321,BK-R50R-58,Road Bikes,"Road-650 Red, 58",Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
322,BK-R50R-60,Road Bikes,"Road-650 Red, 60",Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
323,BK-R50R-60,Road Bikes,"Road-650 Red, 60",Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
324,BK-R50R-62,Road Bikes,"Road-650 Red, 62",Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
325,BK-R50R-62,Road Bikes,"Road-650 Red, 62",Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
326,BK-R50R-44,Road Bikes,"Road-650 Red, 44",Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
327,BK-R50R-44,Road Bikes,"Road-650 Red, 44",Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
328,BK-R50R-48,Road Bikes,"Road-650 Red, 48",Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
329,BK-R50R-48,Road Bikes,"Road-650 Red, 48",Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
330,BK-R50R-52,Road Bikes,"Road-650 Red, 52",Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
331,BK-R50R-52,Road Bikes,"Road-650 Red, 52",Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
332,BK-R50B-58,Road Bikes,"Road-650 Black, 58",Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
333,BK-R50B-58,Road Bikes,"Road-650 Black, 58",Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
334,BK-R50B-60,Road Bikes,"Road-650 Black, 60",Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
335,BK-R50B-60,Road Bikes,"Road-650 Black, 60",Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
336,BK-R50B-62,Road Bikes,"Road-650 Black, 62",Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
337,BK-R50B-62,Road Bikes,"Road-650 Black, 62",Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
338,BK-R50B-44,Road Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
339,BK-R50B-44,Road Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
340,BK-R50B-48,Road Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
341,BK-R50B-48,Road Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
342,BK-R50B-52,Road Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
343,BK-R50B-52,Road Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Outdate
344,BK-M82S-38,Mountain Bikes,"Mountain-100 Silver, 38",Silver,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
345,BK-M82S-42,Mountain Bikes,"Mountain-100 Silver, 42",Silver,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
346,BK-M82S-44,Mountain Bikes,"Mountain-100 Silver, 44",Silver,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
347,BK-M82S-48,Mountain Bikes,"Mountain-100 Silver, 48",Silver,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
348,BK-M82B-38,Mountain Bikes,"Mountain-100 Black, 38",Black,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
349,BK-M82B-42,Mountain Bikes,"Mountain-100 Black, 42",Black,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
350,BK-M82B-44,Mountain Bikes,"Mountain-100 Black, 44",Black,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
351,BK-M82B-48,Mountain Bikes,"Mountain-100 Black, 48",Black,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Outdate
352,BK-M68S-38,Mountain Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
353,BK-M68S-38,Mountain Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
354,BK-M68S-42,Mountain Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
355,BK-M68S-42,Mountain Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
356,BK-M68S-46,Mountain Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
357,BK-M68S-46,Mountain Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
358,BK-M68B-38,Mountain Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
359,BK-M68B-38,Mountain Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
360,BK-M68B-42,Mountain Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
361,BK-M68B-42,Mountain Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
362,BK-M68B-46,Mountain Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Outdate
363,BK-M68B-46,Mountain Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Current
364,BK-M47B-38,Mountain Bikes,"Mountain-300 Black, 38",Black,38,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Outdate
365,BK-M47B-40,Mountain Bikes,"Mountain-300 Black, 40",Black,40,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Outdate
366,BK-M47B-44,Mountain Bikes,"Mountain-300 Black, 44",Black,44,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Outdate
367,BK-M47B-48,Mountain Bikes,"Mountain-300 Black, 48",Black,48,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Outdate
368,BK-R89R-44,Road Bikes,"Road-250 Red, 44",Red,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
369,BK-R89R-48,Road Bikes,"Road-250 Red, 48",Red,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
370,BK-R89R-52,Road Bikes,"Road-250 Red, 52",Red,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
371,BK-R89R-58,Road Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
372,BK-R89R-58,Road Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Current
373,BK-R89B-44,Road Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
374,BK-R89B-44,Road Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Current
